iteration,score,best_so_far
0,1.2881322079641295,1.2881322079641295
1,1.2645286298393177,1.2645286298393177
2,1.2503430937679363,1.2503430937679363
3,1.2224564089905414,1.2224564089905414
4,1.2315128552173622,1.2224564089905414
5,1.2567085602052772,1.2224564089905414
6,1.2540067250588762,1.2224564089905414
7,1.2857314056337668,1.2224564089905414
8,1.2151438661557858,1.2151438661557858
9,1.2719794748340745,1.2151438661557858
10,1.2047925284446943,1.2047925284446943
11,1.246440739952885,1.2047925284446943
12,1.2594431712606158,1.2047925284446943
13,1.250345947125348,1.2047925284446943
14,1.2577718357573895,1.2047925284446943
15,1.2592022122992865,1.2047925284446943
16,1.2894804196673355,1.2047925284446943
17,1.245820874555486,1.2047925284446943
18,1.2645548784290301,1.2047925284446943
19,1.2512592479790292,1.2047925284446943
20,1.257177708500788,1.2047925284446943
21,1.2147945256320325,1.2047925284446943
22,1.2567731971763367,1.2047925284446943
23,1.248972082941869,1.2047925284446943
24,1.2086242387836927,1.2047925284446943
25,1.2509323502578304,1.2047925284446943
26,1.2392460094604623,1.2047925284446943
27,1.2524959320256641,1.2047925284446943
28,1.2639100754544088,1.2047925284446943
29,1.2217985094831023,1.2047925284446943
30,1.2356493389440064,1.2047925284446943
31,1.2610646885048789,1.2047925284446943
32,1.267800663765593,1.2047925284446943
33,1.256969422268366,1.2047925284446943
34,1.2599505766749322,1.2047925284446943
35,1.262062858909338,1.2047925284446943
36,1.2641948682803592,1.2047925284446943
37,1.2419264840271607,1.2047925284446943
38,1.2541236645540081,1.2047925284446943
39,1.2927215540119403,1.2047925284446943
40,1.2436051816613447,1.2047925284446943
41,1.2330930186681484,1.2047925284446943
42,1.2096249546086753,1.2047925284446943
43,1.2059450188906056,1.2047925284446943
44,1.239995871881248,1.2047925284446943
45,1.2111803397063523,1.2047925284446943
46,1.3120043852045395,1.2047925284446943
47,1.287401125358173,1.2047925284446943
48,1.260207084124296,1.2047925284446943
49,1.2350113840782186,1.2047925284446943
