learner,tuner,pehe_mean,pehe_std,pehe_plug_mean,pehe_plug_std,n_reps
x_cb,bayes,0.13691164307957088,0.04829013540883738,0.30433599264287076,0.08283781461056758,40
x_cb,random,0.13464097999499564,0.0456376749459408,0.3662947748879647,0.08208447940612817,40
