iter	RMSE
618	0.507332344
619	0.5070015937
620	0.5061402979
621	0.5057477589
622	0.5052258448
623	0.5045885138
624	0.5040165054
625	0.5032667472
626	0.5027680091
627	0.5018399634
628	0.5014753385
629	0.5008698694
630	0.500440625
631	0.5000443561
632	0.4997881868
633	0.4991467797
634	0.4987493777
635	0.4981607519
636	0.49770852
637	0.4972019895
638	0.4964274502
639	0.4958298678
640	0.4954211956
641	0.4947920197
642	0.494434705
643	0.4939673765
644	0.4933711586
645	0.4929904902
646	0.4926209529
647	0.4920003567
648	0.4916693484
649	0.4911328213
650	0.4905806782
651	0.4900094455
652	0.4898010676
653	0.489478889
654	0.4887844785
655	0.4885560884
656	0.4878705866
657	0.487370658
658	0.4867775701
659	0.4862153362
660	0.4857547257
661	0.4853497579
662	0.4844784388
663	0.4838208654
664	0.4832396928
665	0.4825124848
666	0.4820662518
667	0.4813681035
668	0.4804704225
669	0.4800274401
670	0.4794170593
671	0.4788522141
672	0.4783312868
673	0.477850656
674	0.4772932908
675	0.4768540629
676	0.4761133867
677	0.4755362498
678	0.474947874
679	0.4738924884
680	0.4735944822
681	0.4727196325
682	0.4723596911
683	0.4715077002
684	0.4711183249
685	0.4706294476
686	0.4700631942
687	0.4694147244
688	0.4689170992
689	0.4687620005
690	0.4686076264
691	0.4682050154
692	0.4675785248
693	0.4670386135
694	0.4665825599
695	0.4662152522
696	0.4655076854
697	0.4648015264
698	0.4644931224
699	0.4640798952
700	0.4632898032
701	0.4622880139
702	0.4614796166
703	0.4611182848
704	0.4607785686
705	0.4606314564
706	0.4599607871
707	0.4593551569
708	0.4591370969
709	0.4589431315
710	0.4581668025
711	0.4573208324
712	0.4569679181
713	0.4566442698
714	0.4561612845
715	0.4559211461
716	0.4556041413
717	0.4550040042
718	0.4548581404
719	0.4539050949
720	0.4532808409
721	0.4529658313
722	0.4523788857
723	0.452142407
724	0.4515269712
725	0.4511601769
726	0.4507850905
727	0.4498509716
728	0.449714215
729	0.4495399241
730	0.4487230133
731	0.448335148
732	0.4479710313
733	0.4474782404
734	0.4473407172
735	0.4467071358
736	0.4465202526
737	0.4462195815
738	0.4458416813
739	0.4454685195
740	0.4450017173
741	0.4448000255
742	0.4444534914
743	0.4443171852
744	0.4441861339
745	0.444050912
746	0.443444794
747	0.442846226
748	0.4427114029
749	0.4418042379
750	0.4413905406
751	0.4412569151
752	0.4409435206
753	0.4403517946
754	0.4397855835
755	0.4392017182
756	0.4383079406
757	0.4377461638
758	0.4369566036
759	0.4368243982
760	0.4360452042
761	0.4356522641
762	0.4349444861
763	0.4343747352
764	0.4340920739
765	0.4333252445
766	0.432965578
767	0.4328393777
768	0.4325388889
769	0.4321018045
770	0.4319748629
771	0.4314399245
772	0.4307370051
773	0.4303837826
774	0.4302055532
775	0.4298110388
776	0.4294334139
777	0.4287239977
778	0.427876167
779	0.4271291793
780	0.427001532
781	0.4268761604
782	0.4260420966
783	0.4256971652
784	0.4254286875
785	0.4248720987
786	0.4245315595
787	0.4244062569
788	0.4242815507
789	0.4241574381
790	0.4237731652
791	0.4232236981
792	0.42303933
793	0.4229177269
794	0.4224967844
795	0.422119787
796	0.42200028
797	0.4215642589
798	0.4208356278
799	0.4201165897
800	0.4196958533
801	0.4195232829
802	0.4188491265
803	0.4187281611
804	0.4181914484
805	0.4178235306
806	0.4177042354
807	0.417584453
808	0.417054716
809	0.4166426347
810	0.4160590428
811	0.4156319331
812	0.4149308697
813	0.4141226578
814	0.4140041019
815	0.4138865391
816	0.4137180555
817	0.4131964443
818	0.4127921855
819	0.4126755419
820	0.4120178284
821	0.4113535265
822	0.4112373702
823	0.4111206825
824	0.4107211783
825	0.4103253621
826	0.4102094446
827	0.409817385
828	0.4097028649
829	0.4093145233
830	0.4087306267
831	0.4086159097
832	0.4085024138
833	0.4079085339
834	0.4072538305
835	0.4071400482
836	0.406996663
837	0.4068837957
838	0.4067721778
839	0.4061258233
840	0.4060146235
841	0.4056306516
842	0.405212307
843	0.4048324101
844	0.4047216535
845	0.4045812684
846	0.4039502965
847	0.4035747872
848	0.4032027309
849	0.4025816152
850	0.4019450056
851	0.4015769999
852	0.4014668991
853	0.4011022253
854	0.400992608
855	0.400631235
856	0.400524007
857	0.4001660344
858	0.3995369494
859	0.3994290673
860	0.3990170812
861	0.3986628451
862	0.3980549115
863	0.3977046858
864	0.3975683589
865	0.3974603448
866	0.3968399957
867	0.3967321044
868	0.3966248718
869	0.3960686083
870	0.3954699033
871	0.3950644238
872	0.3949574252
873	0.3946117748
874	0.3945052468
875	0.3938942446
876	0.3935515634
877	0.3932120204
878	0.3931062154
879	0.3927698594
880	0.3926646457
881	0.392061199
882	0.3917278571
883	0.3916221708
884	0.3912918314
885	0.3911597899
886	0.3908325603
887	0.3907276455
888	0.3906232415
889	0.3902989106
890	0.3897026601
891	0.3895994897
892	0.3894958042
893	0.3893934924
894	0.3888110161
895	0.3887082045
896	0.3883874376
897	0.388069601
898	0.3879671961
899	0.387379347
900	0.3872773442
901	0.3869621896
902	0.3863904377
903	0.3860788099
904	0.3857700242
905	0.3856683909
906	0.3850890161
907	0.3849877845
908	0.3848870474
909	0.384580814
910	0.3842773734
911	0.3841770325
912	0.3838763104
913	0.3833040926
914	0.3832041028
915	0.3831046026
916	0.3825457536
917	0.3824467569
918	0.3823220776
919	0.3817184682
920	0.3814222326
921	0.3808583256
922	0.380264741
923	0.3799723916
924	0.379874667
925	0.3797512798
926	0.3792057778
927	0.3786498496
928	0.3781015326
929	0.3775612091
930	0.3774385525
931	0.3768966828
932	0.3763606927
933	0.3757807497
934	0.3756840884
935	0.3753971261
936	0.3752757847
937	0.3747410154
938	0.3741713001
939	0.3736416809
940	0.3731131354
941	0.3725529169
942	0.3719773177
943	0.3714819209
944	0.3709406646
945	0.3705614821
946	0.3704415818
947	0.3700667952
948	0.3695449041
949	0.3689799472
950	0.3684963139
951	0.3679382616
952	0.3674513053
953	0.3673569141
954	0.3672629861
955	0.3667123779
956	0.3662317649
957	0.3661106575
958	0.3659903201
959	0.3654598195
960	0.3649856312
961	0.3647143255
962	0.3645944566
963	0.364475347
964	0.3643569915
965	0.3640880479
966	0.3635451689
967	0.3630062407
968	0.3625405115
969	0.3620086154
970	0.3616457134
971	0.3615287213
972	0.3614124672
973	0.3609072379
974	0.3607918229
975	0.3602686882
976	0.3601546454
977	0.3596837035
978	0.3591627362
979	0.3588031367
980	0.35833763
981	0.3582234237
982	0.3577195125
983	0.357204506
984	0.3566911455
985	0.3563364018
986	0.3559561776
987	0.3558674031
988	0.3557546634
989	0.3556426352
990	0.3551833852
991	0.3548385248
992	0.35431077
993	0.3538573105
994	0.3533516325
995	0.3529026242
996	0.3527919236
997	0.3523025693
998	0.3517982644
999	0.351459892
