iteration,score,best_so_far
0,1.2459315563352706,1.2459315563352706
1,1.1994547417541532,1.1994547417541532
2,1.2358017073203735,1.1994547417541532
3,1.2767930197435298,1.1994547417541532
4,1.2421109984619354,1.1994547417541532
5,1.2658795421146227,1.1994547417541532
6,1.2253113765328671,1.1994547417541532
7,1.2521988685035266,1.1994547417541532
8,1.2942992932350668,1.1994547417541532
9,1.2646847974094226,1.1994547417541532
10,1.284789936486036,1.1994547417541532
11,1.2547639755870021,1.1994547417541532
12,1.286461968671932,1.1994547417541532
13,1.257649796889561,1.1994547417541532
14,1.2056316374412865,1.1994547417541532
15,1.2430364628620663,1.1994547417541532
16,1.2872149183516386,1.1994547417541532
17,1.2198992500871968,1.1994547417541532
18,1.1954667313957892,1.1954667313957892
19,1.2478139138639248,1.1954667313957892
20,1.2297668781711326,1.1954667313957892
21,1.265053564681873,1.1954667313957892
22,1.193948001170725,1.193948001170725
23,1.2876295925941303,1.193948001170725
24,1.2485615253703861,1.193948001170725
25,1.227130477145028,1.193948001170725
26,1.2459837856647462,1.193948001170725
27,1.2208747062186254,1.193948001170725
28,1.2624646219129545,1.193948001170725
29,1.2866307306932063,1.193948001170725
30,1.270787893521744,1.193948001170725
31,1.2356806159704512,1.193948001170725
32,1.2016003801265747,1.193948001170725
33,1.225165451504365,1.193948001170725
34,1.2815689341600944,1.193948001170725
35,1.2547664721201368,1.193948001170725
36,1.265711719742424,1.193948001170725
37,1.2256676306498309,1.193948001170725
38,1.240411079595881,1.193948001170725
39,1.2367451230929778,1.193948001170725
40,1.2433457713239615,1.193948001170725
41,1.2524912667802375,1.193948001170725
42,1.2821360829048183,1.193948001170725
43,1.3034779490202977,1.193948001170725
44,1.2860740343424344,1.193948001170725
45,1.294911344596408,1.193948001170725
46,1.2804654401927784,1.193948001170725
47,1.2843749127345134,1.193948001170725
48,1.205737763081255,1.193948001170725
49,1.2530884814020589,1.193948001170725
