learner,tuner,pehe_mean,pehe_std,pehe_plug_mean,pehe_plug_std,n_reps
x_cb,bayes,0.1332781082611735,0.04998438095436729,0.3456497977841092,0.10047637699375558,40
x_cb,random,0.12788606900400432,0.04403154486460341,0.3251538017435009,0.08423127632078627,40
