learner,tuner,pehe_mean,pehe_std,pehe_plug_mean,pehe_plug_std,n_reps
x_rf,bayes,0.1322317430222285,0.04795554585206584,0.24829094755346728,0.0744191263158048,40
x_rf,random,0.1339485190454734,0.044954177458393335,0.253647573935978,0.10376119258885376,40
