learner,tuner,pehe_mean,pehe_std,pehe_plug_mean,pehe_plug_std,n_reps
x_rf,bayes,0.1450574209063163,0.0424225884838716,0.3705264135282362,0.13120772222700705,40
x_rf,grid,0.14417859143963496,0.04136596756156069,0.3699121917692957,0.12931481054913097,40
x_rf,random,0.1436626679709742,0.044478602146934304,0.3656019425144872,0.13346014870213643,40
