iteration,score,best_so_far
0,1.2123258986038208,1.2123258986038208
1,1.253802835867392,1.2123258986038208
2,1.261256345322581,1.2123258986038208
3,1.4426916029584052,1.2123258986038208
4,1.3271006013765325,1.2123258986038208
5,1.210679344704887,1.210679344704887
6,1.2305784954621808,1.210679344704887
7,1.28664615536839,1.210679344704887
8,1.371707800719739,1.210679344704887
9,1.2804786131352714,1.210679344704887
10,1.205017039524894,1.205017039524894
11,1.2095433107181501,1.205017039524894
12,1.2115172607632354,1.205017039524894
13,1.2956599845183907,1.205017039524894
14,1.2011170225595988,1.2011170225595988
15,1.2087735446959498,1.2011170225595988
16,1.2020026245604722,1.2011170225595988
17,1.2658680188907205,1.2011170225595988
18,1.3930052244770643,1.2011170225595988
19,1.218270518870066,1.2011170225595988
20,1.2073409023382624,1.2011170225595988
21,1.2143521559941632,1.2011170225595988
22,1.2939913477730325,1.2011170225595988
23,1.2113414978348933,1.2011170225595988
24,1.2031886168445778,1.2011170225595988
25,1.1991800257253469,1.1991800257253469
26,1.2012176614832903,1.1991800257253469
27,1.2145392519481308,1.1991800257253469
28,1.2113711535630103,1.1991800257253469
29,1.2223251076159296,1.1991800257253469
30,1.3219747567374347,1.1991800257253469
31,1.3050702349004089,1.1991800257253469
32,1.2141863544728724,1.1991800257253469
33,1.2249601338668397,1.1991800257253469
34,1.2053180273919608,1.1991800257253469
35,1.2112411179599996,1.1991800257253469
36,1.2081994006303558,1.1991800257253469
37,1.2126066550610997,1.1991800257253469
38,1.206049552220797,1.1991800257253469
39,1.2033302303890425,1.1991800257253469
40,1.1952024562858938,1.1952024562858938
41,1.2026170966316405,1.1952024562858938
42,1.2055412681330464,1.1952024562858938
43,1.2177671807352841,1.1952024562858938
44,1.1952024562858938,1.1952024562858938
45,1.2129374708214573,1.1952024562858938
46,1.2206071668086151,1.1952024562858938
47,1.207144485737631,1.1952024562858938
48,1.2053188776675334,1.1952024562858938
49,1.2134693890385202,1.1952024562858938
50,1.2920444346496034,1.1952024562858938
51,1.2031886168445778,1.1952024562858938
52,1.2031886168445778,1.1952024562858938
53,1.2017511341258496,1.1952024562858938
54,1.2017511341258496,1.1952024562858938
55,1.197503443578061,1.1952024562858938
56,1.197503443578061,1.1952024562858938
57,1.197503443578061,1.1952024562858938
58,1.6396493282151396,1.1952024562858938
59,1.2041668554602039,1.1952024562858938
60,1.277716359059503,1.1952024562858938
61,1.2304402875429146,1.1952024562858938
62,1.213827216948758,1.1952024562858938
63,1.2100952266591118,1.1952024562858938
64,1.1935541750919223,1.1935541750919223
65,1.215979354942898,1.1935541750919223
66,1.2410065681055789,1.1935541750919223
67,1.2171472296408463,1.1935541750919223
68,1.2035579422077527,1.1935541750919223
69,1.210154534276079,1.1935541750919223
70,1.2081434658900234,1.1935541750919223
71,1.2917211201808634,1.1935541750919223
72,1.209363570847238,1.1935541750919223
73,1.209363570847238,1.1935541750919223
74,1.2232635526559892,1.1935541750919223
75,1.1952024562858938,1.1935541750919223
76,1.2107283966618951,1.1935541750919223
77,1.197503443578061,1.1935541750919223
78,1.197503443578061,1.1935541750919223
79,1.197503443578061,1.1935541750919223
