learner,tuner,pehe_mean,pehe_var,pehe_plug_mean,pehe_plug_var
x_rf,grid,0.14956224612855437,0.002927736526643773,0.26280396063864286,0.007166374563936104
x_rf,random,0.1445464640961919,0.002826531072265644,0.25934978669393816,0.0071665376360779505
x_rf,bayes,0.14555928252133615,0.0027904173968000155,0.2579675073406154,0.0070617925709590265
