learner,tuner,pehe_mean,pehe_std,pehe_plug_mean,pehe_plug_std,n_reps
x_cb,bayes,0.12189923431016432,0.0416395014449685,0.33621711014938693,0.08599025199062649,40
x_cb,grid,0.12339349000394503,0.04461475920341668,0.3305157657306996,0.08640202313110433,40
x_cb,random,0.1931927303947501,0.05253233604143201,0.4366273787910512,0.0996657775064999,40
