learner,tuner,pehe_mean,pehe_std,pehe_plug_mean,pehe_plug_std,n_reps
x_rf,bayes,0.12700355374749073,0.04161643305918837,0.2954052448466089,0.11170602200866736,40
x_rf,random,0.12911310631702935,0.040091647968975686,0.2975992695858508,0.136038349280488,40
