learner,tuner,rep,pehe,pehe_plug
x_cb,bayes,0,0.0991016637995289,0.3158606268680602
x_cb,bayes,1,0.1636021170853986,0.5363428593113222
x_cb,bayes,2,0.2164567060355992,0.5577661129102758
x_cb,bayes,3,0.2074913394269395,0.3657261073866213
x_cb,bayes,4,0.1590648963225571,0.4142019486707364
x_cb,bayes,5,0.0991016637995289,0.3158606268680602
x_cb,bayes,6,0.1636021170853986,0.5363428593113222
x_cb,bayes,7,0.2164567060355992,0.5577661129102758
x_cb,bayes,8,0.2074913394269395,0.3657261073866213
x_cb,bayes,9,0.1590648963225571,0.4142019486707364
x_cb,bayes,10,0.1789314076594617,0.5362346881800206
x_cb,bayes,11,0.1468691037192797,0.5618690203630038
x_cb,bayes,12,0.1807463250292488,0.4326288142902122
x_cb,bayes,13,0.1815588599870167,0.4992003129024914
x_cb,bayes,14,0.1760324695457462,0.4317180929779225
x_cb,bayes,15,0.0991016637995289,0.3158606268680602
x_cb,bayes,16,0.1636021170853986,0.5363428593113222
x_cb,bayes,17,0.2164567060355992,0.5577661129102758
x_cb,bayes,18,0.2074913394269395,0.3657261073866213
x_cb,bayes,19,0.1590648963225571,0.4142019486707364
x_cb,bayes,20,0.1789314076594617,0.5362346881800206
x_cb,bayes,21,0.1468691037192797,0.5618690203630038
x_cb,bayes,22,0.1807463250292488,0.4326288142902122
x_cb,bayes,23,0.1815588599870167,0.4992003129024914
x_cb,bayes,24,0.1760324695457462,0.4317180929779225
x_cb,bayes,25,0.1126600000402495,0.4857779962935727
x_cb,bayes,26,0.2014866565150993,0.6451283690273953
x_cb,bayes,27,0.2702584019067581,0.3968254895293451
x_cb,bayes,28,0.1863014652655525,0.3745214255357922
x_cb,bayes,29,0.1729839828953831,0.4184663380189735
x_cb,bayes,30,0.1723481412152495,0.361738988364409
x_cb,bayes,31,0.2300526627165275,0.3024994402884178
x_cb,bayes,32,0.1420482098528389,0.473507467761763
x_cb,bayes,33,0.1811796797062978,0.4010581537181636
x_cb,bayes,34,0.1372607555540395,0.3462402799698628
x_cb,grid,0,0.0792489085730162,0.2501713925700881
x_cb,grid,1,0.133616582179087,0.4224947479825877
x_cb,grid,2,0.1938106098150702,0.4379123520327533
x_cb,grid,3,0.1725870950930649,0.2984506830243585
x_cb,grid,4,0.093824004075618,0.288761706259143
x_cb,grid,5,0.0792489085730162,0.2501713925700881
x_cb,grid,6,0.133616582179087,0.4224947479825877
x_cb,grid,7,0.1938106098150702,0.4379123520327533
x_cb,grid,8,0.1725870950930649,0.2984506830243585
x_cb,grid,9,0.093824004075618,0.288761706259143
x_cb,grid,10,0.1071615313784481,0.3908718406008349
x_cb,grid,11,0.08946731082366,0.396672997546304
x_cb,grid,12,0.1062839908541685,0.2962692503282615
x_cb,grid,13,0.1275802092604369,0.3696595944200326
x_cb,grid,14,0.1441048300290355,0.3091474266903195
x_cb,grid,15,0.0792489085730162,0.2501713925700881
x_cb,grid,16,0.133616582179087,0.4224947479825877
x_cb,grid,17,0.1938106098150702,0.4379123520327533
x_cb,grid,18,0.1725870950930649,0.2984506830243585
x_cb,grid,19,0.093824004075618,0.288761706259143
x_cb,grid,20,0.1071615313784481,0.3908718406008349
x_cb,grid,21,0.08946731082366,0.396672997546304
x_cb,grid,22,0.1062839908541685,0.2962692503282615
x_cb,grid,23,0.1275802092604369,0.3696595944200326
x_cb,grid,24,0.1441048300290355,0.3091474266903195
x_cb,grid,25,0.0933853324413709,0.3624595377711568
x_cb,grid,26,0.1536838214258767,0.4986014675783967
x_cb,grid,27,0.2464080176665732,0.3424752029106991
x_cb,grid,28,0.1241307073598915,0.2891559485669175
x_cb,grid,29,0.1100244634203068,0.32300663982422
x_cb,grid,30,0.1468539972304949,0.277181317756178
x_cb,grid,31,0.172025996385476,0.2002785054278189
x_cb,grid,32,0.1043324954790943,0.4181957608939044
x_cb,grid,33,0.1096118272062976,0.2852623367530244
x_cb,grid,34,0.0948851288956341,0.2589392515714757
x_cb,random,0,0.0817948670944423,0.2687211963968903
x_cb,random,1,0.1344752282363974,0.4367078233839495
x_cb,random,2,0.2015826606922121,0.4652073911856021
x_cb,random,3,0.1655711220397691,0.3212141376810676
x_cb,random,4,0.0971892114406426,0.3138155964107669
x_cb,random,5,0.0817948670944423,0.2687211963968903
x_cb,random,6,0.1344752282363974,0.4367078233839495
x_cb,random,7,0.2015826606922121,0.4652073911856021
x_cb,random,8,0.1655711220397691,0.3212141376810676
