learner,tuner,rep,pehe,pehe_plug
x_rf,random,0,0.08425570963560654,0.20711920731832356
x_rf,random,1,0.14539810469717782,0.4023817347817499
x_rf,random,2,0.20957659584215735,0.4119237189067065
x_rf,random,3,0.19996075602446947,0.2474137702678347
x_rf,random,4,0.09588047414550502,0.13155524300578159
x_rf,random,5,0.08477055898134203,0.2520282071041626
x_rf,random,6,0.10567179997419211,0.3806302988345708
x_rf,random,7,0.07918282115891394,0.20154298572897758
x_rf,random,8,0.11486815833756597,0.2077198585011386
x_rf,random,9,0.13304412857254172,0.09661968903744551
x_rf,bayes,0,0.08004919759923462,0.21605726938557035
x_rf,bayes,1,0.13702751714347217,0.3600785669044424
x_rf,bayes,2,0.1883239352937237,0.27992711553642413
x_rf,bayes,3,0.21890726526610968,0.20132922404958048
x_rf,bayes,4,0.08167111260369848,0.1396975709633068
x_rf,bayes,5,0.0892985822760661,0.33221546234189664
x_rf,bayes,6,0.09598687958146028,0.34982462138528925
x_rf,bayes,7,0.07719334722046824,0.21451650449016665
x_rf,bayes,8,0.13912956569292068,0.22994406790912614
x_rf,bayes,9,0.13566106182782492,0.19926449755909925
