iter,params,score,pred_mu,pred_std
0,{'models__learning_rate': 0.1302171277662968},1.1998778214404335,,
1,{'models__learning_rate': 0.06021712776629678},1.1619843051391336,1.1619843058543005,1.0000005964815199e-05
2,{'models__learning_rate': 0.09521712776629676},1.1662781090882304,1.1662801579077495,9.99932870624019e-06
3,{'models__learning_rate': 0.025217127766296775},1.1387040797879988,1.13907571695745,9.961406753930376e-06
4,{'models__learning_rate': 0.04271712776629678},1.1625390811455352,1.158454529941082,7.0430177201564115e-06
5,{'models__learning_rate': 0.11271712776629676},1.187731063225202,1.1814203262329102,6.844857761341457e-06
6,{'models__learning_rate': 0.07771712776629677},1.1761085142838734,1.170280672609806,5.77809698360306e-06
7,{'models__learning_rate': 0.14771712776629678},1.2328833082275628,1.2329882150515914,9.422990551287632e-06
8,{'models__learning_rate': 0.016467127766296778},1.122216879757132,1.1234817150980234,8.398083460988749e-06
9,{'models__learning_rate': 0.08646712776629677},1.1886843998441334,1.1757731139659882,4.6638254098809425e-06
10,{'models__learning_rate': 0.01},1.1108124854495198,1.1097551081329584,7.729172126066123e-06
11,{'models__learning_rate': 0.07462484589431131},1.1773725364716734,1.1740363202989101,4.246111963714597e-06
12,{'models__learning_rate': 0.07236885194220213},1.1739071897435622,1.1736092530190945,3.9750505850080215e-06
13,{'models__learning_rate': 0.12541678120824587},1.211607710523808,1.2002255022525787,4.951526043989837e-06
14,{'models__learning_rate': 0.06916618643578323},1.1742680946338115,1.1728762034326792,3.815264748108955e-06
15,{'models__learning_rate': 0.06219426993440825},1.1765431731483924,1.171252429485321,3.896119396116138e-06
16,{'models__learning_rate': 0.1340274716066583},1.220324500790974,1.212550699710846,4.631697038907767e-06
17,{'models__learning_rate': 0.06441310053084687},1.1607421928247517,1.1705195307731628,3.5191198861059327e-06
18,{'models__learning_rate': 0.06912612638522167},1.1857140233233796,1.1736259907484055,3.1482736657799535e-06
19,{'models__learning_rate': 0.1016244157138958},1.189023059851853,1.1852615103125572,4.144639522421124e-06
20,{'models__learning_rate': 0.05320838091586852},1.1614047935394345,1.165647216141224,3.7154873374964667e-06
21,{'models__learning_rate': 0.0349656884177168},1.1600569315695548,1.151863694190979,3.907827747447299e-06
22,{'models__learning_rate': 0.060682526316498925},1.1707850409724427,1.1705930479802191,3.027925487798041e-06
23,{'models__learning_rate': 0.052981962100902565},1.1623955030050348,1.1662264987826347,3.1774608044220958e-06
24,{'models__learning_rate': 0.010844373836541686},1.1154808648775285,1.1140715572983027,5.786583488320172e-06
25,{'models__learning_rate': 0.08126508644515545},1.1838697903844009,1.1779990568757057,2.8496303701907235e-06
26,{'models__learning_rate': 0.05130056702457228},1.1718349704036501,1.1659496575593948,3.0709409731181628e-06
27,{'models__learning_rate': 0.09182596339285602},1.191527658587148,1.182559296488762,3.253882741685734e-06
28,{'models__learning_rate': 0.12379388947464398},1.2055246604042142,1.2023274153470993,3.700681707194116e-06
29,{'models__learning_rate': 0.039666485600464985},1.1580569836623757,1.1566763538867235,3.189927602610976e-06
30,{'models__learning_rate': 0.08350795786743101},1.1835271067161937,1.18013583868742,2.660973582442021e-06
31,{'models__learning_rate': 0.12589124623426082},1.2103827406008807,1.205200433731079,3.464944554533879e-06
32,{'models__learning_rate': 0.1274682618387619},1.208103768993479,1.2069833874702454,3.3178599060336794e-06
33,{'models__learning_rate': 0.09248273053914068},1.1926794056570296,1.1844394356012344,2.858926705477145e-06
34,{'models__learning_rate': 0.1027098486194709},1.1930320056792258,1.1894311532378197,3.0257981050577966e-06
35,{'models__learning_rate': 0.10242393450918393},1.1936258101095303,1.1896482408046722,2.891170896436737e-06
36,{'models__learning_rate': 0.1096942997402715},1.2089481256798529,1.1949577331542969,2.8560321399143056e-06
37,{'models__learning_rate': 0.04092344019936749},1.157207787648868,1.1568199368193746,2.956575888487588e-06
38,{'models__learning_rate': 0.0822288006053333},1.1967979843780856,1.1823754608631134,2.2409533255485197e-06
39,{'models__learning_rate': 0.1350424309563551},1.1861323333224725,1.2122474908828735,3.74881943215662e-06
40,{'models__learning_rate': 0.04660172090468741},1.1649185739532146,1.1621676534414291,2.7439791418130986e-06
41,{'models__learning_rate': 0.04401191885615087},1.1644416990671174,1.1602398827672005,2.6904540691588767e-06
42,{'models__learning_rate': 0.019193969329872648},1.1265991736035008,1.129257671535015,3.657453513225568e-06
43,{'models__learning_rate': 0.010030865725596477},1.1189306268719357,1.1141982302069664,4.905345933184869e-06
44,{'models__learning_rate': 0.010030028812535079},1.1158476307289291,1.1145169232040644,4.404169213736696e-06
45,{'models__learning_rate': 0.010001780732858961},1.113321557230212,1.1142775528132915,4.0356020112037e-06
46,{'models__learning_rate': 0.010002470808624294},1.116399054749117,1.1145757362246513,3.7422093992742843e-06
47,{'models__learning_rate': 0.010016257907086004},1.1182423400423227,1.115048699080944,3.50264464849352e-06
48,{'models__learning_rate': 0.010019330883141924},1.1173755640006526,1.1153077073395252,3.3052542390282177e-06
49,{'models__learning_rate': 0.010001484547268314},1.1146258346999023,1.1152106719091535,3.1408593899774136e-06
