iter,params,score,pred_mu,pred_std
0,{'models__learning_rate': 0.1302171277662968},1.205835753939146,,
1,{'models__learning_rate': 0.06021712776629678},1.178965867189209,1.1789658676785528,1.0000005964815199e-05
2,{'models__learning_rate': 0.09521712776629676},1.2150697403901762,1.2150668169524579,9.99932870624019e-06
3,{'models__learning_rate': 0.025217127766296775},1.147134296639643,1.146753867622465,9.961406753930376e-06
4,{'models__learning_rate': 0.04271712776629678},1.1672133742843034,1.1639533452689648,7.0430177201564115e-06
5,{'models__learning_rate': 0.11271712776629676},1.194267102385526,1.2060345262289047,6.844857761341457e-06
6,{'models__learning_rate': 0.07771712776629677},1.1813467487198523,1.1910575777292252,5.77809698360306e-06
7,{'models__learning_rate': 0.14771712776629678},1.2105732041872548,1.2091523576527834,9.422990551287632e-06
8,{'models__learning_rate': 0.016467127766296778},1.1408107188769911,1.139477314427495,8.398083460988749e-06
9,{'models__learning_rate': 0.08646712776629677},1.1803130271315743,1.1912705898284912,4.6638254098809425e-06
10,{'models__learning_rate': 0.01},1.1440773226939347,1.1395722553133965,7.729172126066123e-06
11,{'models__learning_rate': 0.07462484589431131},1.2047979648938114,1.1882042586803436,4.246111963714597e-06
12,{'models__learning_rate': 0.07236885194220213},1.1883875401527728,1.1871847193688154,3.9750505850080215e-06
13,{'models__learning_rate': 0.12541678120824587},1.2044224574620006,1.2057790532708168,4.951526043989837e-06
14,{'models__learning_rate': 0.06916618643578323},1.1906326353016967,1.1861478984355927,3.815264748108955e-06
15,{'models__learning_rate': 0.06219426993440825},1.1928353826170581,1.1836601048707962,3.896119396116138e-06
16,{'models__learning_rate': 0.1340274716066583},1.199634805592974,1.2050933241844177,4.631697038907767e-06
17,{'models__learning_rate': 0.06441310053084687},1.1783320488763895,1.1842605397105217,3.5191198861059327e-06
18,{'models__learning_rate': 0.06912612638522167},1.1834771214224498,1.1865320317447186,3.1482736657799535e-06
19,{'models__learning_rate': 0.1016244157138958},1.1926096231682104,1.1982417926192284,4.144639522421124e-06
20,{'models__learning_rate': 0.05320838091586852},1.182025435140604,1.177768163383007,3.7154873374964667e-06
21,{'models__learning_rate': 0.0349656884177168},1.1682317648530027,1.1644181162118912,3.907827747447299e-06
22,{'models__learning_rate': 0.060682526316498925},1.1817304655473098,1.1826334986835718,3.027925487798041e-06
23,{'models__learning_rate': 0.052981962100902565},1.1824505468293613,1.1784923374652863,3.1774608044220958e-06
24,{'models__learning_rate': 0.010844373836541686},1.143923262636304,1.14004385471344,5.786583488320172e-06
25,{'models__learning_rate': 0.08126508644515545},1.1948523923522094,1.1921827793121338,2.8496303701907235e-06
26,{'models__learning_rate': 0.05130056702457228},1.1768463155947433,1.177348604425788,3.0709409731181628e-06
27,{'models__learning_rate': 0.09182596339285602},1.181455482531798,1.194081574678421,3.253882741685734e-06
28,{'models__learning_rate': 0.12379388947464398},1.1961920075309342,1.2007928416132927,3.700681707194116e-06
29,{'models__learning_rate': 0.039666485600464985},1.176943138835038,1.1703019440174103,3.189927602610976e-06
30,{'models__learning_rate': 0.08350795786743101},1.1897036557846206,1.1913357637822628,2.660973582442021e-06
31,{'models__learning_rate': 0.12589124623426082},1.1829324525523086,1.1988421082496643,3.464944554533879e-06
32,{'models__learning_rate': 0.1274682618387619},1.1874562637083528,1.1979590356349945,3.3178599060336794e-06
33,{'models__learning_rate': 0.09248273053914068},1.189252401562934,1.1918122060596943,2.858926705477145e-06
34,{'models__learning_rate': 0.1027098486194709},1.1852527522834875,1.1925499886274338,3.0257981050577966e-06
35,{'models__learning_rate': 0.10242393450918393},1.1888197201484727,1.1922027096152306,2.891170896436737e-06
36,{'models__learning_rate': 0.1096942997402715},1.1887280393292352,1.192877858877182,2.8560321399143056e-06
37,{'models__learning_rate': 0.04092344019936749},1.1723120214926583,1.1725312774069607,2.956575888487588e-06
38,{'models__learning_rate': 0.0822288006053333},1.1931754919453834,1.1893518194556236,2.2409533255485197e-06
39,{'models__learning_rate': 0.1350424309563551},1.1844691763588435,1.1976208686828613,3.74881943215662e-06
40,{'models__learning_rate': 0.04660172090468741},1.1788774140759581,1.1766225062310696,2.7439791418130986e-06
41,{'models__learning_rate': 0.04401191885615087},1.1723730718763938,1.1747180819511414,2.6904540691588767e-06
42,{'models__learning_rate': 0.019193969329872648},1.1540730360938192,1.1510635055601597,3.657453513225568e-06
43,{'models__learning_rate': 0.010030865725596477},1.1428455041761518,1.1394112557172775,4.905345933184869e-06
44,{'models__learning_rate': 0.010026169004590762},1.1420561511648393,1.139918927103281,4.404912800393602e-06
45,{'models__learning_rate': 0.010001780732858961},1.1463584467314794,1.1409382373094559,4.0354644552773254e-06
46,{'models__learning_rate': 0.010002470808624294},1.1472326442522,1.1418204009532928,3.742120395471266e-06
47,{'models__learning_rate': 0.010016257907086004},1.1448827186112922,1.1422122567892075,3.5025495570806016e-06
48,{'models__learning_rate': 0.010019330883141924},1.1443643329313113,1.1424510218203068,3.3051702638595927e-06
49,{'models__learning_rate': 0.010001484547268314},1.1466712541661261,1.1428463235497475,3.140824042031703e-06
