learner,tuner,rep,pehe,pehe_plug
x_rf,grid,0,0.0924046363455791,0.2552615921095343
x_rf,grid,1,0.16164402042141365,0.5351469521313486
x_rf,grid,2,0.17551125357735775,0.5584860321494535
x_rf,grid,3,0.21610507756463487,0.29807757770473964
x_rf,grid,4,0.08515379936927614,0.22656288073644845
x_rf,grid,5,0.11023953385697666,0.38460201097165214
x_rf,grid,6,0.19248605733909835,0.6043682456668698
x_rf,grid,7,0.12848384769606763,0.35789090299731524
x_rf,grid,8,0.11574154312248618,0.32515802197658666
x_rf,grid,9,0.13241451415810226,0.2821875582679545
x_rf,grid,10,0.1213349482833726,0.3996112795572017
x_rf,grid,11,0.1769734770428664,0.46851739987624197
x_rf,grid,12,0.13195037660983183,0.32151504835687533
x_rf,grid,13,0.1580758645642332,0.37870125868746357
x_rf,grid,14,0.12722072483057428,0.3000199667146861
x_rf,grid,15,0.16538729395886426,0.23294860124022182
x_rf,grid,16,0.1910454720905082,0.14871975713188632
x_rf,grid,17,0.1407306660775349,0.4669999323052586
x_rf,grid,18,0.1667497240432652,0.4339667134279144
x_rf,grid,19,0.10566896862584096,0.24293409438722374
x_rf,random,0,0.08046827691544314,0.22310310025481558
x_rf,random,1,0.16332506156399287,0.5391854732398874
x_rf,random,2,0.1722867474187397,0.5520535325592193
x_rf,random,3,0.221046457154621,0.2908496926539652
x_rf,random,4,0.08365453875194254,0.226410434765903
x_rf,random,5,0.1071873118319935,0.3687863008605351
x_rf,random,6,0.19688270587251364,0.6165520325221464
x_rf,random,7,0.1310428071621912,0.34025624315757586
x_rf,random,8,0.11146966670047893,0.33465661901358046
x_rf,random,9,0.13217225272436053,0.2821805022665107
x_rf,random,10,0.12266414901763921,0.3960572247854768
x_rf,random,11,0.17795972787132125,0.461821941714511
x_rf,random,12,0.13640018846535398,0.34549690693544394
x_rf,random,13,0.1655447450259193,0.3625869747883746
x_rf,random,14,0.13229378030849676,0.3191723383991532
x_rf,random,15,0.16510817591365634,0.23185199885689853
x_rf,random,16,0.19518372575146942,0.14615502648444204
x_rf,random,17,0.14086068277559097,0.47223295501910045
x_rf,random,18,0.16201098036615857,0.4369275767483191
x_rf,random,19,0.10784674754133222,0.2405024273119085
x_rf,bayes,0,0.09060495497887246,0.24941303509907542
x_rf,bayes,1,0.16554301319062306,0.5474330404096045
x_rf,bayes,2,0.17989465425647988,0.5574374389213363
x_rf,bayes,3,0.2161016749108585,0.30568670819457294
x_rf,bayes,4,0.08552747015009636,0.2292568590397638
x_rf,bayes,5,0.1062236205177214,0.369842982236665
x_rf,bayes,6,0.1943066492464875,0.6162592612193578
x_rf,bayes,7,0.132845355705968,0.34584954934149037
x_rf,bayes,8,0.11505737408645543,0.342602395890211
x_rf,bayes,9,0.1365935326455245,0.2826033385218897
x_rf,bayes,10,0.1211156543547204,0.37112856810789585
x_rf,bayes,11,0.18748497894086164,0.46953913792419655
x_rf,bayes,12,0.1270730478635481,0.342250218674077
x_rf,bayes,13,0.1607282356146417,0.3694009826485691
x_rf,bayes,14,0.12829343249860237,0.30596946522822693
x_rf,bayes,15,0.16366819784743003,0.22875341664696527
x_rf,bayes,16,0.18509915893109102,0.14822431034621036
x_rf,bayes,17,0.1405877371485514,0.4587917593499743
x_rf,bayes,18,0.1643493142295538,0.4185298486025222
x_rf,bayes,19,0.10315694447161829,0.23724545252417067
