iteration,score,best_so_far
0,1.270344522311852,1.270344522311852
1,1.2782310574030726,1.270344522311852
2,1.2759068834149137,1.270344522311852
3,1.2972943205707541,1.270344522311852
4,1.2814148331654482,1.270344522311852
5,1.2704152862810025,1.270344522311852
6,1.2782310574030726,1.270344522311852
7,1.2661382499130431,1.2661382499130431
8,1.3561638843722574,1.2661382499130431
9,1.2759068834149137,1.2661382499130431
10,1.270344522311852,1.2661382499130431
11,1.2782310574030726,1.2661382499130431
12,1.2782310574030726,1.2661382499130431
13,1.270344522311852,1.2661382499130431
14,1.2782310574030726,1.2661382499130431
15,1.2782310574030726,1.2661382499130431
16,1.270344522311852,1.2661382499130431
17,1.2782310574030726,1.2661382499130431
18,1.2782310574030726,1.2661382499130431
19,1.2704152862810025,1.2661382499130431
20,1.2814148331654482,1.2661382499130431
21,1.2972943205707541,1.2661382499130431
22,1.2782310574030726,1.2661382499130431
23,1.2814148331654482,1.2661382499130431
24,1.3561638843722574,1.2661382499130431
25,1.2759068834149137,1.2661382499130431
26,1.2814148331654482,1.2661382499130431
27,1.2759068834149137,1.2661382499130431
28,1.270344522311852,1.2661382499130431
29,1.2972943205707541,1.2661382499130431
30,1.2759068834149137,1.2661382499130431
31,1.270344522311852,1.2661382499130431
32,1.270344522311852,1.2661382499130431
33,1.2759068834149137,1.2661382499130431
34,1.2704152862810025,1.2661382499130431
35,1.2704152862810025,1.2661382499130431
36,1.2704152862810025,1.2661382499130431
37,1.2814148331654482,1.2661382499130431
38,1.2759068834149137,1.2661382499130431
39,1.270344522311852,1.2661382499130431
40,1.2814148331654482,1.2661382499130431
41,1.2814148331654482,1.2661382499130431
42,1.3561638843722574,1.2661382499130431
43,1.3561638843722574,1.2661382499130431
44,1.2759068834149137,1.2661382499130431
45,1.3561638843722574,1.2661382499130431
46,1.270344522311852,1.2661382499130431
47,1.270344522311852,1.2661382499130431
48,1.2704152862810025,1.2661382499130431
49,1.2972943205707541,1.2661382499130431
